IPACX RIS - DAILY AUDIT LOG
Date: 2026-03-14
Total Rows: 582

TIME | USER | ROLE | EVENT | PAGE | IP | SESSION | DETAILS
--------------------------------------------------------------------------------------------------------------------------------
14/3/2026, 10:30:25 am | admin | ADMIN | LOGIN_SUCCESS | / | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"user_id":1}
14/3/2026, 10:30:26 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/dashboard"}
14/3/2026, 10:30:26 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/dashboard"}
14/3/2026, 10:30:34 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/dashboard"}
14/3/2026, 10:30:34 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/dashboard"}
14/3/2026, 10:30:35 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/scheduling"}
14/3/2026, 10:30:35 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"Scheduling"}
14/3/2026, 10:30:35 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/scheduling"}
14/3/2026, 10:30:36 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/mwls"}
14/3/2026, 10:30:36 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/mwls"}
14/3/2026, 10:30:36 am | admin | ADMIN | CLICK | /mwls | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"Modality WorkList"}
14/3/2026, 10:30:37 am | admin | ADMIN | PAGE_VIEW | /pacspage | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/pacspage"}
14/3/2026, 10:30:37 am | admin | ADMIN | PAGE_VIEW | /pacspage | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/pacspage"}
14/3/2026, 10:30:37 am | admin | ADMIN | CLICK | /pacspage | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"PACS Page"}
14/3/2026, 10:30:38 am | admin | ADMIN | PAGE_VIEW | /reporting | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/reporting"}
14/3/2026, 10:30:38 am | admin | ADMIN | PAGE_VIEW | /reporting | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/reporting"}
14/3/2026, 10:30:38 am | admin | ADMIN | CLICK | /reporting | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"Reporting"}
14/3/2026, 10:30:39 am | admin | ADMIN | PAGE_VIEW | /admin/user-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/user-management"}
14/3/2026, 10:30:39 am | admin | ADMIN | PAGE_VIEW | /admin/user-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/user-management"}
14/3/2026, 10:30:39 am | admin | ADMIN | CLICK | /admin/user-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"User Management"}
14/3/2026, 10:30:40 am | admin | ADMIN | PAGE_VIEW | /admin/templates | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/templates"}
14/3/2026, 10:30:40 am | admin | ADMIN | PAGE_VIEW | /admin/templates | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/templates"}
14/3/2026, 10:30:40 am | admin | ADMIN | CLICK | /admin/templates | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"Template Management"}
14/3/2026, 10:30:41 am | admin | ADMIN | PAGE_VIEW | /admin/pacs-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/pacs-management"}
14/3/2026, 10:30:41 am | admin | ADMIN | PAGE_VIEW | /admin/pacs-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/pacs-management"}
14/3/2026, 10:30:41 am | admin | ADMIN | CLICK | /admin/pacs-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"PACS Management"}
14/3/2026, 10:30:42 am | admin | ADMIN | CLICK | /admin/pacs-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"PACS Management"}
14/3/2026, 10:30:42 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/mwls-management"}
14/3/2026, 10:30:42 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"pathname":"/admin/mwls-management"}
14/3/2026, 10:30:42 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"tag":"A","label":"MWLS Management"}
14/3/2026, 10:53:53 am | admin | ADMIN | LOGOUT | /admin/mwls-management | 127.0.0.1 | b4f4d2f7-1691-461f-ab34-00e67b294927 | {"reason":"user_initiated_or_timeout"}
14/3/2026, 10:53:58 am | admin | ADMIN | LOGIN_SUCCESS | / | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"user_id":1}
14/3/2026, 10:53:58 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"pathname":"/dashboard"}
14/3/2026, 10:53:58 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"pathname":"/dashboard"}
14/3/2026, 10:54:02 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"pathname":"/mwls"}
14/3/2026, 10:54:02 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"pathname":"/mwls"}
14/3/2026, 10:54:02 am | admin | ADMIN | CLICK | /mwls | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"tag":"A","label":"Modality WorkList"}
14/3/2026, 11:09:07 am | admin | ADMIN | LOGOUT | /mwls | 127.0.0.1 | 90efa063-b1af-4fb3-823c-1cfe3e5c7e65 | {"reason":"user_initiated_or_timeout"}
14/3/2026, 11:09:13 am | admin | ADMIN | LOGIN_SUCCESS | / | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"user_id":1}
14/3/2026, 11:09:13 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/dashboard"}
14/3/2026, 11:09:13 am | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/dashboard"}
14/3/2026, 11:09:15 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/mwls"}
14/3/2026, 11:09:15 am | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/mwls"}
14/3/2026, 11:09:15 am | admin | ADMIN | CLICK | /mwls | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Modality WorkList"}
14/3/2026, 11:10:47 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:10:47 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:10:47 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Scheduling"}
14/3/2026, 11:10:47 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Add New Scheduler"}
14/3/2026, 11:15:21 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Cancel"}
14/3/2026, 11:15:22 am | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/patient-list"}
14/3/2026, 11:15:22 am | admin | ADMIN | CLICK | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Patient List"}
14/3/2026, 11:15:22 am | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/patient-list"}
14/3/2026, 11:15:29 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:15:29 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:15:29 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Scheduled"}
14/3/2026, 11:15:33 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Cancel"}
14/3/2026, 11:15:46 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Scheduling"}
14/3/2026, 11:15:47 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Add New Scheduler"}
14/3/2026, 11:15:51 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Cancel"}
14/3/2026, 11:16:00 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:16:00 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:16:00 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"MWLS Management"}
14/3/2026, 11:16:05 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:16:05 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:16:05 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Scheduling"}
14/3/2026, 11:16:15 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Add New Scheduler"}
14/3/2026, 11:17:19 am | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/patient-list"}
14/3/2026, 11:17:19 am | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/patient-list"}
14/3/2026, 11:17:19 am | admin | ADMIN | CLICK | /patient-list | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"Patient List"}
14/3/2026, 11:17:21 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:17:21 am | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/scheduling"}
14/3/2026, 11:17:21 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Scheduled"}
14/3/2026, 11:19:14 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Cancel"}
14/3/2026, 11:19:38 am | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Add New Scheduler"}
14/3/2026, 11:22:08 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:22:08 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:22:08 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"A","label":"MWLS Management"}
14/3/2026, 11:26:34 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"DIMSE"}
14/3/2026, 11:26:52 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Save Server"}
14/3/2026, 11:27:10 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Save Server"}
14/3/2026, 11:28:08 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Save Server"}
14/3/2026, 11:28:22 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:28:22 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:29:40 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:29:40 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:47:53 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"DCM4CHEE"}
14/3/2026, 11:47:54 am | admin | ADMIN | CLICK | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"tag":"BUTTON","label":"Orthanc"}
14/3/2026, 11:52:15 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:52:15 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:52:30 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 11:52:30 am | admin | ADMIN | PAGE_VIEW | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"pathname":"/admin/mwls-management"}
14/3/2026, 12:15:33 pm | admin | ADMIN | LOGOUT | /admin/mwls-management | 127.0.0.1 | 418889c8-142a-4d89-b0f8-98671848aaa6 | {"reason":"user_initiated_or_timeout"}
14/3/2026, 12:39:12 pm | admin | ADMIN | LOGIN_SUCCESS | / | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"user_id":1}
14/3/2026, 12:39:12 pm | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/dashboard"}
14/3/2026, 12:39:12 pm | admin | ADMIN | PAGE_VIEW | /dashboard | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/dashboard"}
14/3/2026, 12:39:17 pm | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/patient-list"}
14/3/2026, 12:39:17 pm | admin | ADMIN | PAGE_VIEW | /patient-list | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/patient-list"}
14/3/2026, 12:39:17 pm | admin | ADMIN | CLICK | /patient-list | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"A","label":"Patient List"}
14/3/2026, 12:39:18 pm | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/scheduling"}
14/3/2026, 12:39:18 pm | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"A","label":"Scheduling"}
14/3/2026, 12:39:18 pm | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/scheduling"}
14/3/2026, 12:39:18 pm | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/mwls"}
14/3/2026, 12:39:18 pm | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/mwls"}
14/3/2026, 12:39:18 pm | admin | ADMIN | CLICK | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"A","label":"Modality WorkList"}
14/3/2026, 12:39:20 pm | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/scheduling"}
14/3/2026, 12:39:20 pm | admin | ADMIN | PAGE_VIEW | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/scheduling"}
14/3/2026, 12:39:20 pm | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"A","label":"Scheduling"}
14/3/2026, 12:39:21 pm | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"BUTTON","label":"←"}
14/3/2026, 12:39:22 pm | admin | ADMIN | CLICK | /scheduling | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"BUTTON","label":"←"}
14/3/2026, 12:39:24 pm | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/mwls"}
14/3/2026, 12:39:24 pm | admin | ADMIN | PAGE_VIEW | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"pathname":"/mwls"}
14/3/2026, 12:39:24 pm | admin | ADMIN | CLICK | /mwls | 127.0.0.1 | c6e58839-ac84-4b25-95f8-561c7976cd66 | {"tag":"A","label":"Modality WorkList"}
